MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW674697.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674696.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Halobacteriales', ' Haloarculaceae', ' Haloarcula', ' unclassified Haloarcula', 'Haloarcula sp.'
MW674695.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674694.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674693.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674692.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674691.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674690.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674689.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674688.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674687.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674686.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674685.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Haloferacaceae', ' Haloferax', ' unclassified Haloferax', 'Haloferax sp.'
MW674684.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674683.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
MW674682.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Haloferacaceae', ' Haloferax', ' unclassified Haloferax', 'Haloferax sp.'
MW674681.1,'Archaea', ' Euryarchaeota', ' Stenosarchaea group', ' Halobacteria', ' Haloferacales', ' Halorubraceae', ' Halorubrum', ' unclassified Halorubrum', 'Halorubrum sp.'
NZ_JAAKGG010000011.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Aeromonadales', ' Aeromonadaceae', ' Aeromonas', 'Aeromonas dhakensis'
MW674630.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Leclercia', 'Leclercia adecarboxylata'
MW673781.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas frederiksbergensis'
MW673770.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella variicola'
MW673740.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673739.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673738.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673737.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673736.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673735.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673734.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673733.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673732.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673731.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673730.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673729.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673728.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673727.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673726.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673725.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673724.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Bradyrhizobiaceae', ' Bradyrhizobium', ' unclassified Bradyrhizobium', 'Bradyrhizobium sp.'
MW673666.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Vibrionales', ' Vibrionaceae', ' Vibrio', 'Vibrio tritonius'
MW673665.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW673664.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW672584.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Xanthobacteraceae', ' Ancylobacter', 'Ancylobacter rudongensis'
MW672582.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas fluorescens'
MW672577.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW672571.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Aeromonadales', ' Aeromonadaceae', ' Aeromonas', 'Aeromonas sp.'
MW672531.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas fulva'
MW672503.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Paracoccus', 'Paracoccus marcusii'
MW672500.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672499.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672498.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672496.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672484.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672483.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Achromobacter', 'Achromobacter spanius'
MW672482.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Yersiniaceae', ' Serratia', 'Serratia fonticola'
MW672449.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW672448.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW672447.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MW672444.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672442.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' environmental samples', 'uncultured Gammaproteobacteria bacterium'
MW672441.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672440.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672439.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672437.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672436.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672434.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672432.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672431.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672430.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672429.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672428.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672426.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672425.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672422.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' environmental samples', 'uncultured Alphaproteobacteria bacterium'
MW672420.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672419.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672415.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672414.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672411.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672409.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672407.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672406.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' environmental samples', 'uncultured Gammaproteobacteria bacterium'
MW672404.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' environmental samples', 'uncultured Rhodobacteraceae bacterium'
MW672345.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Bowmanella', ' unclassified Bowmanella', 'Bowmanella sp.'
MW505938.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494929.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Sinorhizobium/Ensifer group', ' Sinorhizobium', 'Sinorhizobium meliloti'
MW494928.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Sinorhizobium/Ensifer group', ' Sinorhizobium', 'Sinorhizobium meliloti'
MW494927.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494926.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494925.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494924.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494923.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494922.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494921.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494920.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494919.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494918.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494917.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494916.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494915.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494914.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494913.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494912.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494911.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW494910.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW474815.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia ewingii'
MW474814.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474813.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474812.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474811.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474810.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474809.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia chaffeensis'
MW474808.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia canis'
MW474807.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Ehrlichia', 'Ehrlichia canis'
MT898519.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Cupriavidus', ' unclassified Cupriavidus', 'Cupriavidus sp.'
NZ_JAAXNU010000089.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Escherichia', 'Escherichia coli'
MT032384.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter cloacae'
MT032383.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter hormaechei'
MT032382.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', 'Enterobacter sp.'
MT032381.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter pittii'
MT032380.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter pittii'
MT032379.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter baumannii'
MT032378.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', ' Burkholderia cepacia complex', 'Burkholderia metallica'
MT032377.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', 'Advenella kashmirensis'
MT032376.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter pittii'
MT013502.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter cloacae'
MT013500.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Ralstonia', 'Ralstonia mannitolilytica'
MT013499.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Kosakonia', 'Kosakonia oryzae'
MT013497.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', 'Pantoea dispersa'
MT013490.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MT013396.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella quasipneumoniae'
MT013393.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia gladioli'
NZ_KK736272.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter kobei'
MW672309.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Alcaligenaceae', ' Alcaligenes', 'Alcaligenes sp.'
MW672326.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Salmonella', 'Salmonella enterica subsp. enterica serovar Pullorum'
MW672322.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter sp.'
MW672313.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter ludwigii'
MW672312.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Yersiniaceae', ' Rahnella', 'Rahnella victoriana'
MW672311.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter sp.'
MW672310.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', 'Acinetobacter sp.'
MW672308.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW672307.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW672306.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Burkholderia', 'Burkholderia sp.'
MW672305.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Phyllobacteriaceae', ' Mesorhizobium', 'Mesorhizobium sp.'
MW672121.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', ' phagocytophilum group', 'Anaplasma phagocytophilum'
MW672120.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', 'Anaplasma centrale'
MW672119.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', 'Anaplasma centrale'
MW672118.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', 'Anaplasma centrale'
MW672117.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', 'Anaplasma centrale'
MW672115.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rickettsiales', ' Anaplasmataceae', ' Anaplasma', 'Anaplasma capra'
MW672113.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Hafniaceae', ' Edwardsiella', 'Edwardsiella tarda'
MW669573.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas argentinensis'
MW667588.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Enterobacter', ' Enterobacter cloacae complex', 'Enterobacter cloacae'
